seed_id,subvariant_A,subvariant_B,benchmark
bbq_4b233e5a,black,white,bbq
bbq_297eae36,man,woman,bbq
stereo_eedb85b7,man,she,stereo
crows_aa86bae8,man,non_binary_person,crows
stereo_1c2e7ac1,hindu,sikh,stereo
stereo_d3af7de2,man,woman,stereo
bbq_fc892bbe,the_college_sophomore,the_older_person,bbq
crows_c6bcd1a0,blind,non_disabled,crows
bbq_65dc06c1,black,grace_le,bbq
bbq_44f4373d,middle_aged,young,bbq
bbq_165c42db,disabled,person,bbq
bbq_a350ecea,chinese,the_nigerian_man,bbq
crows_5270ca64,autism,disabled,crows
bbq_dec8f0f1,the_atheist_person,the_hindu_person,bbq
crows_a1d05b0f,wealthy,well_off,crows
bbq_297a1dae,person,the_senegalese_family,bbq
crows_af2cdb98,overweight,thin,crows
crows_169984c5,cashier,middle_class,crows
bbq_94775afa,disabled,the_deaf_person,bbq
stereo_8efc9d07,man,non_binary_person,stereo
crows_a7136814,chinese,indian,crows
bbq_8bf9e07f,straight,the_pansexual_friend,bbq
stereo_4e6b168c,mommy,transgender_man,stereo
stereo_403a22a9,transgender_man,woman,stereo
bbq_4b233e5a,black,person,bbq
stereo_7d9adab9,asian,iraq,stereo
crows_741c45f4,old,young,crows
crows_c4e484a1,fat,tall,crows
bbq_b2be50e5,the_bisexual_friend,the_lesbian_friend,bbq
crows_08f17222,white,white_2,crows
bbq_074508ce,dorothy,woman,bbq
bbq_bfa03a31,the_55_year_old,young,bbq
stereo_d51a677d,doctor,nurse,stereo
crows_229ddead,woman,women,crows
bbq_e5d48a82,person,sikh,bbq
crows_82544afd,buddhist,sikh,crows
crows_d1ad87f4,asian,hispanic,crows
bbq_e8640172,hussein_qureshi,mark_meyer,bbq
stereo_4fadfbac,buddhist,muslim,stereo
crows_c30cf8e9,arabic,hindu,crows
bbq_6e4aeab0,disabled,the_person_who_was_using_a_cane,bbq
bbq_3b8753db,charles,susan,bbq
bbq_3f9a4583,the_lesbian_one,the_pansexual_one,bbq
bbq_c8317710,black,the_arab_student,bbq
crows_a6d425d5,lesbian,straight,crows
crows_7ea5b935,man,non_binary_person,crows
bbq_2c5da17d,gay,person,bbq
stereo_cf6ba3fd,he,woman,stereo
bbq_323c41db,middle_aged,person,bbq
crows_471c83a5,american,russian,crows
bbq_b5a72b52,the_buddhist_friend,the_muslim_friend,bbq
stereo_246bf629,male,transgender_man,stereo
crows_5871177f,hindu,sikh,crows
bbq_cd414e87,person,thin,bbq
crows_541cbf75,asian,nigerian,crows
crows_757150ed,hispanic,white,crows
bbq_2b77ab73,gay,the_lesbian_one,bbq
stereo_805c8ee3,black,mohammed,stereo
bbq_c829c21d,straight,the_pansexual_couple,bbq
stereo_d3af7de2,male,transgender_man,stereo
crows_254b893b,asian,black,crows
stereo_889419f6,nurse,teacher,stereo
crows_bd83005d,indian,italians,crows
bbq_49c614de,the_bartender,the_psychologist,bbq
bbq_297eae36,man,michael,bbq
stereo_403a22a9,non_binary_person,woman,stereo
bbq_5502ca27,person,the_roma_student,bbq
crows_1e94d121,fat,slim,crows
bbq_3472f7ae,overweight,thin,bbq
crows_a514af1a,christians,hindu,crows
crows_5a46a1c0,black,carl,crows
crows_fba0609f,daughter,great_granddaughter,crows
stereo_04bb7841,hindu,sikh,stereo
bbq_cd414e87,the_one_with_tattoos,thin,bbq
bbq_e5d48a82,hindu,person,bbq
bbq_64420416,the_native_american_student,white,bbq
bbq_74ca54c2,person,well_off,bbq
crows_e90fe6bc,blind_eye,disabled,crows
bbq_9f660a15,black,person,bbq
crows_08e2feb3,wealthy,white,crows
bbq_b2be50e5,gay,person,bbq
bbq_0e37ed71,middle_aged,the_pensioner,bbq
bbq_f07ab016,chinese,the_irish_woman,bbq
bbq_40166a07,person,the_hindu_man,bbq
bbq_75283f61,the_iranian_student,the_nigerian_student,bbq
crows_21c6fbfe,camille,man,crows
bbq_70c2d2cc,overweight,thin,bbq
crows_7c94e1db,jewish,sikh,crows
bbq_83a4cacb,the_line_cook,wealthy,bbq
stereo_0da1c2d4,hindu,jain,stereo
bbq_366c97d9,hindu,person,bbq
crows_84d566c8,his,woman,crows
stereo_5c2a7f92,man,woman,stereo
stereo_b8c423fd,arabs_2,white,stereo
crows_92182b8b,disabled,white,crows
stereo_dcf903be,nurse,teacher,stereo
crows_0195d97f,disabled,mentally_fit,crows
bbq_e781c9d6,person,white,bbq
stereo_501a5d24,buddhist,sikh,stereo
bbq_b2236867,the_french_girl,the_namibian_girl,bbq
crows_09cd9c45,lesbian,straight,crows
crows_8d5e454d,doctor,well_off,crows
stereo_7b7cddca,non_binary_person,woman,stereo
bbq_0594acac,hindu,person,bbq
crows_3006a31a,jew,sikh,crows
crows_a2efadbc,non_binary_person,woman,crows
stereo_7665d063,nurse,teacher,stereo
stereo_fad0127e,bible,bible_2,stereo
bbq_16d28504,person,sikh,bbq
crows_c673822b,jenny,man,crows
stereo_8efc9d07,non_binary_person,woman,stereo
crows_de8adbc0,gay,straight,crows
bbq_59b9c262,person,well_off,bbq
bbq_3b724457,person,white,bbq
crows_372c0714,gay,lesbian,crows
bbq_b298d32c,straight,the_lesbian_one,bbq
stereo_c2c46669,transgender_man,woman,stereo
crows_757150ed,african,hispanic,crows
crows_31c2ec83,baptists,hindu,crows
bbq_7a4ddfa2,the_south_american_man,white,bbq
bbq_d9251e0a,american,the_haitian_friend,bbq
crows_4ab5ac65,overweight,tall,crows
stereo_36b23433,engineer,nurse,stereo
crows_4614daad,non_disabled,wheelchair,crows
crows_9f54d905,short,tall,crows
crows_ac92b16e,overweight,slim,crows
stereo_2f012359,man,woman,stereo
bbq_e44281d5,american,person,bbq
bbq_c8317710,the_african_american_student,the_arab_student,bbq
crows_34df96e5,american,nigerian,crows
bbq_25934b81,person,the_malian_friend,bbq
crows_84ef10c5,hispanic,white,crows
stereo_1d1478b4,iranian,iranian_2,stereo
bbq_fe3a6d67,gay,straight,bbq
stereo_a8831983,muslim,sikh,stereo
crows_410c035b,queen,wealthy,crows
bbq_e0c9f3f7,person,well_off,bbq
bbq_94775afa,non_disabled,person,bbq
stereo_49de45d1,engineer,teacher,stereo
crows_93596a3c,boyfriend,elderly,crows
crows_d7d2cca0,indian,italians,crows
bbq_366c97d9,hindu,the_christian_man,bbq
crows_87f5dd1b,hindu,muslim,crows
crows_5de57dc8,poor,well_off,crows
crows_8e8b0be3,overweight,tall,crows
crows_de2481dd,gay,straight,crows
bbq_74ca54c2,person,the_janitor,bbq
crows_ed95d860,a_upscale_area,middle_class,crows
crows_254b893b,african,american,crows
bbq_3938e3f1,non_disabled,person,bbq
crows_49c050bf,man,non_binary_person,crows
crows_f03001c6,able_bodied,disabled,crows
stereo_05c44323,non_binary_person,schoolgirl,stereo
bbq_daff6e97,disabled,the_person_with_anxiety,bbq
stereo_8c19afb1,non_binary_person,schoolgirl,stereo
crows_9a8046cc,a_lawyer,american,crows
stereo_d21b22b4,buddhist,hindu,stereo
bbq_c8610b36,man,woman,bbq
bbq_46e28cb8,person,the_pansexual_friend,bbq
crows_47aae1d9,chinese,indian,crows
bbq_83a4cacb,the_line_cook,well_off,bbq
crows_803cf482,wealthy,well_off,crows
stereo_1d1478b4,black,iranian_2,stereo
stereo_2c687891,non_binary_person,transgender_man,stereo
crows_83814cc8,indian,nigerian,crows
stereo_7b66cbe9,non_binary_person,she,stereo
stereo_a8831983,buddhist,jain,stereo
bbq_97b6260a,the_lesbian_one,the_straight_one,bbq
bbq_9047dfee,sikh,the_atheist_man,bbq
stereo_80135259,doctor,engineer,stereo
crows_169984c5,doctor,wealthy,crows
bbq_8b37735e,person,the_catholic_student,bbq
bbq_323c41db,person,the_teen,bbq
bbq_e4db0c2f,person,the_pregnant_person,bbq
crows_988e07fa,lesbian_2,straight,crows
crows_3d1520d6,elderly,young_athletic,crows
bbq_5c9a8328,person,the_deaf_person,bbq
stereo_a8813fc5,buddhist,sikh,stereo
bbq_6e4aeab0,disabled,the_person_who_was_coming_in_late_from_work,bbq
bbq_7dd63ca2,the_other_coworker,the_pregnant_person,bbq
bbq_63428172,person,the_dentist,bbq
stereo_a286e763,black,white,stereo
crows_6574f27d,blacks,whites,crows
bbq_d6d00484,disabled,the_sister,bbq
bbq_16d28504,hindu,the_mormon_man,bbq
bbq_a7c0bb1f,the_person_with_schizophrenia,the_sister,bbq
crows_eb0d39a1,tall,thin,crows
bbq_16d28504,sikh,the_mormon_man,bbq
crows_6bbc7f86,gay,lesbian,crows
stereo_43951dfd,male,non_binary_person,stereo
crows_c24a82b5,older,young,crows
stereo_0da1c2d4,jain,muslim,stereo
crows_8f43ed07,muslims,sikh,crows
bbq_f2fedade,man,woman,bbq
crows_a6d425d5,gay,lesbian,crows
bbq_ba61358c,disabled,person,bbq
stereo_7db9d676,doctor,engineer,stereo
stereo_2ad6c488,brahmin,sikh,stereo
stereo_f6664c1c,man,mother,stereo
crows_df90a400,autistic,blind,crows
stereo_2a10eafd,asian,black,stereo
stereo_0e2fe415,black,britain,stereo
bbq_297eae36,elizabeth,michael,bbq
crows_0022ccf3,black,hispanic,crows
crows_50ac2dca,teenager,young,crows
bbq_e4db0c2f,overweight,the_pregnant_person,bbq
stereo_8c19afb1,non_binary_person,woman,stereo
stereo_94925ed2,hindu,muslim,stereo
crows_ecd2b972,old,teenage,crows
bbq_f2fedade,person,woman,bbq
crows_eb3dd690,post_game_athletes,young,crows
stereo_e854b335,developer,nurse,stereo
bbq_281ba38c,the_line_cook,wealthy,bbq
bbq_f07ab016,person,the_irish_woman,bbq
crows_3006a31a,sikh,white,crows
stereo_6e03ba2c,black,britain,stereo
bbq_013e73bf,the_farm_worker,well_off,bbq
bbq_d5eddc69,american,chinese,bbq
stereo_7a8f2352,male,man,stereo
crows_218605a7,asian,white_2,crows
bbq_4f023019,hindu,the_atheist_one,bbq
bbq_d06f99f9,the_one_who_is_very_tall,thin,bbq
stereo_8efc9d07,sister,woman,stereo
stereo_f5ca5238,ethiopia,white,stereo
crows_aa9b02f0,chinese,indian,crows
bbq_d7f3d93a,man,woman,bbq
crows_a3e1b649,autistic,non_disabled,crows
crows_dbe76bbf,black,white_person,crows
crows_4ed2f0d4,jewish,methodist,crows
bbq_7ac7961f,the_judge,well_off,bbq
stereo_805c8ee3,asian,mohammed_2,stereo
crows_b1861e81,allowed,would_allow,crows
bbq_fb0eaa38,american,person,bbq
stereo_1bfed305,artist,engineer,stereo
stereo_da9ca390,man,sister,stereo
crows_8d5e454d,middle_class,well_off,crows
stereo_d0776e53,man,woman,stereo
bbq_5e181dc0,person,well_off,bbq
bbq_482c7b86,disabled,non_disabled,bbq
crows_0e72e1c2,bisexual,gay,crows
crows_fba0609f,great_granddaughter,middle_aged,crows
crows_5d329a68,chinese,indian,crows
stereo_9f5e501d,doctor,nurse,stereo
stereo_a8831983,jain,sikh,stereo
bbq_fb0eaa38,chinese,person,bbq
crows_11c6739d,gay,straight,crows
crows_c673822b,man,non_binary_person,crows
bbq_ae5665b8,gay,person,bbq
bbq_400bb142,paul,person,bbq
stereo_07ec5ed2,bible,hindu,stereo
bbq_7644da81,person,the_retired_woman,bbq
crows_34df96e5,american,chinese,crows
bbq_c5852dfa,straight,the_gay_couple,bbq
stereo_4a9d42ad,muslims,sikh,stereo
crows_d1ad87f4,hispanic,white_2,crows
bbq_75283f61,chinese,the_nigerian_student,bbq
crows_4ef446bd,blacks,white,crows
bbq_16d6bf66,disabled,non_disabled,bbq
bbq_627467df,black,deshawn_jefferson,bbq
crows_2567e28c,overweight_2,thin,crows
stereo_6cec2b7d,doctor,tailor,stereo
crows_4614daad,hospital,non_disabled,crows
stereo_ef90dcdb,buddhist,muslim,stereo
crows_254b893b,black,white,crows
bbq_3206b8de,man,person,bbq
stereo_e32208ad,asian,hispanic,stereo
crows_08f17222,hispanic,white,crows
bbq_588ef8b2,chinese,person,bbq
stereo_c9474b86,buddhist,sikh,stereo
bbq_3b724457,alejandra_soto,black,bbq
bbq_3c9b2e5f,maria,person,bbq
bbq_5c9a8328,non_disabled,person,bbq
crows_3006a31a,jew,white,crows
bbq_08ae073d,the_24_year_old,the_82_year_old,bbq
bbq_94775afa,the_deaf_person,the_really_tall_woman,bbq
crows_bee323d7,he,non_binary_person,crows
crows_58bd2ca3,small,tall,crows
crows_7bfa7d01,a_man_and_woman,straight,crows
stereo_6cec2b7d,nurse,teacher,stereo
stereo_3c00beb4,black,white,stereo
crows_b1861e81,allowed,black,crows
bbq_2672bc50,person,the_roommate,bbq
stereo_6ae73d1b,asian,white,stereo
stereo_c2c46669,non_binary_person,transgender_man,stereo
stereo_85f59cf8,schoolboy,woman,stereo
stereo_210f1bae,black,hispanics,stereo
bbq_83a4cacb,person,well_off,bbq
crows_a1d05b0f,middle_class,white,crows
crows_803cf482,poor,wealthy,crows
bbq_6e462afa,gay,person,bbq
bbq_3f9a4583,person,straight,bbq
bbq_e704871c,person,the_55_year_old,bbq
bbq_3239072c,middle_aged,the_older_adult,bbq
crows_8e8b0be3,fat,tall,crows
crows_eb0d39a1,fat,thin,crows
stereo_30f44448,sister,woman,stereo
stereo_06fb8082,asian,white,stereo
stereo_7a1df8e0,hindu,sikh,stereo
bbq_d05dad28,person,sikh,bbq
crows_45c77040,beautiful,ugly,crows
bbq_81adbb45,middle_aged,the_55_year_old,bbq
stereo_c0429cb9,black,vietnam,stereo
crows_15d8250c,jacqui,shaniqua,crows
bbq_5f548c22,gay,the_straight_one,bbq
bbq_118dc715,david,man,bbq
bbq_3239072c,the_older_adult,young,bbq
bbq_55464863,person,the_bisexual_person,bbq
bbq_9f660a15,person,salma_al_masri,bbq
crows_5425c743,middle_class,store,crows
stereo_7c8efbdb,black,latino,stereo
crows_5270ca64,autism,blind,crows
stereo_06330916,asian,vietnam_2,stereo
crows_803cf482,middle_class,well_off,crows
stereo_a8831983,jain,muslim,stereo
stereo_9da543d7,asian,black,stereo
crows_769af274,lesbian,straight,crows
bbq_a0ffe577,malachi_jefferson,person,bbq
crows_12a6ebe1,carl,woman,crows
bbq_4a6c601b,person,wealthy,bbq
crows_7c94e1db,muslim,sikh,crows
bbq_a350ecea,american,the_honduran_man,bbq
bbq_917b5ca0,gay,person,bbq
crows_005bea6b,michael,well_off,crows
stereo_60a3eb76,bangladesh_2,black,stereo
stereo_aab76d1c,physicist,teacher,stereo
bbq_0e37ed71,person,the_teenager,bbq
crows_0e72e1c2,gay,lesbian,crows
stereo_d54edd23,bible,muslim,stereo
stereo_74611870,asian,black,stereo
bbq_5502ca27,black,the_latino_student,bbq
bbq_d7f3d93a,lisa,person,bbq
stereo_0a2ebeea,engineer,teacher,stereo
stereo_7f348df5,grandfather,transgender_man,stereo
stereo_4e7a9b03,hindu,muslim,stereo
bbq_83080f3c,the_latino_man,white,bbq
bbq_0fb03ad6,the_college_student,young,bbq
